WKT,name,description
"POLYGON ((37.967766 48.5902637, 37.9672286 48.5896839, 37.9663314 48.5900627, 37.9668142 48.5906339, 37.9665717 48.5907287, 37.9656104 48.5896598, 37.9673181 48.5889189, 37.9684151 48.5900295, 37.9700727 48.5894547, 37.9712529 48.5907818, 37.9695792 48.5913637, 37.9689332 48.5906765, 37.9683833 48.5909019, 37.967766 48.5902637))",Russian Advance,as of 5/15
"POLYGON ((37.8811775 48.6628661, 37.8851556 48.6667286, 37.8887605 48.6714617, 37.8945112 48.6685709, 37.8981161 48.67149, 37.8914213 48.6759959, 37.8864431 48.6782346, 37.8875589 48.6805014, 37.8912067 48.6824282, 37.8932237 48.6838732, 37.8927087 48.6854315, 37.8826236 48.6910127, 37.8847265 48.6925141, 37.8839969 48.6971881, 37.8906059 48.7010686, 37.9007312 48.7049442, 37.893764 48.707476, 37.8889422 48.7077422, 37.8640125 48.6928154, 37.874664 48.6858968, 37.8812001 48.6810123, 37.8806192 48.6674875, 37.8811775 48.6628661))",Ukrainian Advance,as of 5/15
"POINT (39.361144 48.52426 0.0)",Storm Shadow Strike,
"POINT (37.845306 48.61766 0.0)",Ukrainian 2S1 Destroyed,
"POINT (39.304854 48.57057 0.0)",Attempted Assassintion of Igor Kornet,
"POINT (38.101306 48.531 0.0)",Russian 2S5 Destroyed,
"POINT (37.240694 47.785222 0.0)",Ukrainian HMMWV Destroyed,
"POINT (35.902694 47.38247 0.0)",Russian 2S5 Destroyed,
"POINT (35.901806 47.38194 0.0)",Russian 2S5 Destroyed,
"POINT (32.72825 46.5794 0.0)",Russian 2S4 Destroyed,
"POINT (37.898248 49.639953 0.0)",Airstrike,
"POINT (38.242471 48.80859 0.0)",Airstrike,
"POINT (37.743776 48.134674 0.0)",Airstrike,
"POINT (36.677922 47.876735 0.0)",Airstrike,
"POINT (35.909548 47.53399 0.0)",Airstrike,
"POINT (32.141689 46.561462 0.0)",Airstrike,
"POINT (34.477921 51.25339 0.0)",U Shelling,
"POINT (36.737243 50.39857 0.0)",U Shelling,
"POINT (36.780535 50.39429 0.0)",U Shelling,
"POINT (37.754998 49.844694 0.0)",U Shelling,
"POINT (37.710023 49.820556 0.0)",U Shelling,
"POINT (37.69011 49.818119 0.0)",U Shelling,
"POINT (37.760148 49.79153 0.0)",U Shelling,
"POINT (37.922035 49.68624 0.0)",U Shelling,
"POINT (37.994082 49.527383 0.0)",U Shelling,
"POINT (37.976573 49.5256 0.0)",U Shelling,
"POINT (37.993396 49.496174 0.0)",U Shelling,
"POINT (37.959657 49.453864 0.0)",U Shelling,
"POINT (37.948401 49.412585 0.0)",U Shelling,
"POINT (38.081974 49.190049 0.0)",U Shelling,
"POINT (38.210177 49.07911 0.0)",U Shelling,
"POINT (38.191637 49.059767 0.0)",U Shelling,
"POINT (38.009912 49.038342 0.0)",U Shelling,
"POINT (38.158335 49.004844 0.0)",U Shelling,
"POINT (38.202696 48.9716 0.0)",U Shelling,
"POINT (38.29335 48.924202 0.0)",U Shelling,
"POINT (38.28305 48.89577 0.0)",U Shelling,
"POINT (38.232786 48.872406 0.0)",U Shelling,
"POINT (38.236477 48.869978 0.0)",U Shelling,
"POINT (38.273266 48.806684 0.0)",U Shelling,
"POINT (38.249577 48.783708 0.0)",U Shelling,
"POINT (38.197735 48.74501 0.0)",U Shelling,
"POINT (38.05293 48.742533 0.0)",U Shelling,
"POINT (38.248077 48.740036 0.0)",U Shelling,
"POINT (38.140134 48.713319 0.0)",U Shelling,
"POINT (37.898241 48.687845 0.0)",U Shelling,
"POINT (37.912317 48.66086 0.0)",U Shelling,
"POINT (37.894464 48.659506 0.0)",U Shelling,
"POINT (37.963245 48.644777 0.0)",U Shelling,
"POINT (37.9209 48.64 0.0)",U Shelling,
"POINT (37.938525 48.638198 0.0)",U Shelling,
"POINT (37.957236 48.630597 0.0)",U Shelling,
"POINT (37.981829 48.626933 0.0)",U Shelling,
"POINT (38.032822 48.626853 0.0)",U Shelling,
"POINT (37.958451 48.62381 0.0)",U Shelling,
"POINT (37.965428 48.600835 0.0)",U Shelling,
"POINT (38.023896 48.597912 0.0)",U Shelling,
"POINT (37.963523 48.59654 0.0)",U Shelling,
"POINT (37.966403 48.595352 0.0)",U Shelling,
"POINT (37.966866 48.590629 0.0)",U Shelling,
"POINT (37.99231 48.5905 0.0)",U Shelling,
"POINT (37.973685 48.590249 0.0)",U Shelling,
"POINT (37.971338 48.5826 0.0)",U Shelling,
"POINT (37.967204 48.573758 0.0)",U Shelling,
"POINT (38.00218 48.5715 0.0)",U Shelling,
"POINT (37.953656 48.535037 0.0)",U Shelling,
"POINT (37.964814 48.533105 0.0)",U Shelling,
"POINT (37.931168 48.522987 0.0)",U Shelling,
"POINT (37.947304 48.521509 0.0)",U Shelling,
"POINT (37.964167 48.497891 0.0)",U Shelling,
"POINT (37.92008 48.49 0.0)",U Shelling,
"POINT (37.918848 48.487559 0.0)",U Shelling,
"POINT (37.952341 48.46749 0.0)",U Shelling,
"POINT (38.016414 48.466955 0.0)",U Shelling,
"POINT (37.947 48.450223 0.0)",U Shelling,
"POINT (37.97304 48.395561 0.0)",U Shelling,
"POINT (37.9854 48.388494 0.0)",U Shelling,
"POINT (38.006922 48.3379 0.0)",U Shelling,
"POINT (37.850297 48.275619 0.0)",U Shelling,
"POINT (37.783982 48.245486 0.0)",U Shelling,
"POINT (37.74965 48.245029 0.0)",U Shelling,
"POINT (37.789828 48.206294 0.0)",U Shelling,
"POINT (37.783676 48.16973 0.0)",U Shelling,
"POINT (37.661083 48.10857 0.0)",U Shelling,
"POINT (37.719452 48.107975 0.0)",U Shelling,
"POINT (37.622288 48.10376 0.0)",U Shelling,
"POINT (37.666683 48.09593 0.0)",U Shelling,
"POINT (37.720856 48.09584 0.0)",U Shelling,
"POINT (37.737739 48.092337 0.0)",U Shelling,
"POINT (37.763736 48.084269 0.0)",U Shelling,
"POINT (37.643515 48.073774 0.0)",U Shelling,
"POINT (37.594564 48.055145 0.0)",U Shelling,
"POINT (37.51006 47.954572 0.0)",U Shelling,
"POINT (37.556267 47.92561 0.0)",U Shelling,
"POINT (37.499541 47.91253 0.0)",U Shelling,
"POINT (37.560247 47.83274 0.0)",U Shelling,
"POINT (36.809309 47.81128 0.0)",U Shelling,
"POINT (37.494982 47.78488 0.0)",U Shelling,
"POINT (37.292866 47.763028 0.0)",U Shelling,
"POINT (37.383877 47.73227 0.0)",U Shelling,
"POINT (37.160583 47.657757 0.0)",U Shelling,
"POINT (36.369302 47.616647 0.0)",U Shelling,
"POINT (36.273858 47.58701 0.0)",U Shelling,
"POINT (36.049857 47.513901 0.0)",U Shelling,
"POINT (35.68353 47.506292 0.0)",U Shelling,
"POINT (36.199262 47.494094 0.0)",U Shelling,
"POINT (35.816739 47.488664 0.0)",U Shelling,
"POINT (36.250073 47.475069 0.0)",U Shelling,
"POINT (34.656837 47.474177 0.0)",U Shelling,
"POINT (34.420478 47.4739 0.0)",U Shelling,
"POINT (34.75846 47.468143 0.0)",U Shelling,
"POINT (35.596842 47.457416 0.0)",U Shelling,
"POINT (35.736918 47.435127 0.0)",U Shelling,
"POINT (34.767386 47.411019 0.0)",U Shelling,
"POINT (35.431018 47.291204 0.0)",U Shelling,
"POINT (32.754458 46.603663 0.0)",U Shelling,
"POINT (31.562182 46.537214 0.0)",U Shelling,
"POINT (31.606127 46.532018 0.0)",U Shelling,
"POINT (33.381029 52.34709 0.0)",R Shelling,
"POINT (32.842651 52.26148 0.0)",R Shelling,
"POINT (32.867161 52.04712 0.0)",R Shelling,
"POINT (31.8491 52.032 0.0)",R Shelling,
"POINT (31.969145 52.02385 0.0)",R Shelling,
"POINT (34.262152 51.52097 0.0)",R Shelling,
"POINT (34.459972 51.24663 0.0)",R Shelling,
"POINT (34.37365 51.2449 0.0)",R Shelling,
"POINT (34.472971 51.22487 0.0)",R Shelling,
"POINT (35.091634 51.09832 0.0)",R Shelling,
"POINT (35.108158 51.03222 0.0)",R Shelling,
"POINT (35.383281 50.85022 0.0)",R Shelling,
"POINT (37.417408 50.41998 0.0)",R Shelling,
"POINT (37.376561 50.41884 0.0)",R Shelling,
"POINT (37.44715 50.3982 0.0)",R Shelling,
"POINT (37.437723 50.39059 0.0)",R Shelling,
"POINT (35.813344 50.36652 0.0)",R Shelling,
"POINT (36.197927 50.34499 0.0)",R Shelling,
"POINT (36.879481 50.29703 0.0)",R Shelling,
"POINT (36.259844 50.28408 0.0)",R Shelling,
"POINT (36.50762 50.2459 0.0)",R Shelling,
"POINT (36.798042 50.24261 0.0)",R Shelling,
"POINT (37.771364 50.02353 0.0)",R Shelling,
"POINT (37.903958 50.01298 0.0)",R Shelling,
"POINT (37.83392 49.9771 0.0)",R Shelling,
"POINT (37.684515 49.9486 0.0)",R Shelling,
"POINT (37.75334 49.9461 0.0)",R Shelling,
"POINT (37.696344 49.89393 0.0)",R Shelling,
"POINT (37.735384 49.88066 0.0)",R Shelling,
"POINT (37.669307 49.858507 0.0)",R Shelling,
"POINT (37.683027 49.85067 0.0)",R Shelling,
"POINT (37.613672 49.82322 0.0)",R Shelling,
"POINT (37.674002 49.81995 0.0)",R Shelling,
"POINT (37.663016 49.810872 0.0)",R Shelling,
"POINT (37.697138 49.807304 0.0)",R Shelling,
"POINT (37.714857 49.792036 0.0)",R Shelling,
"POINT (37.746786 49.778958 0.0)",R Shelling,
"POINT (37.668357 49.76604 0.0)",R Shelling,
"POINT (37.783274 49.76139 0.0)",R Shelling,
"POINT (37.580111 49.75995 0.0)",R Shelling,
"POINT (37.715048 49.721669 0.0)",R Shelling,
"POINT (37.604378 49.71635 0.0)",R Shelling,
"POINT (37.89728 49.6583 0.0)",R Shelling,
"POINT (37.888353 49.64655 0.0)",R Shelling,
"POINT (37.906893 49.64455 0.0)",R Shelling,
"POINT (37.88378 49.6073 0.0)",R Shelling,
"POINT (37.902138 49.574186 0.0)",R Shelling,
"POINT (37.94781 49.5493 0.0)",R Shelling,
"POINT (37.894943 49.535953 0.0)",R Shelling,
"POINT (37.94927 49.5272 0.0)",R Shelling,
"POINT (37.957695 49.52054 0.0)",R Shelling,
"POINT (37.911357 49.48945 0.0)",R Shelling,
"POINT (37.940196 49.48733 0.0)",R Shelling,
"POINT (37.921313 49.47986 0.0)",R Shelling,
"POINT (37.90243 49.4687 0.0)",R Shelling,
"POINT (38.008289 49.23624 0.0)",R Shelling,
"POINT (37.986316 49.21898 0.0)",R Shelling,
"POINT (38.015155 49.21651 0.0)",R Shelling,
"POINT (38.038844 49.19273 0.0)",R Shelling,
"POINT (38.035411 49.15682 0.0)",R Shelling,
"POINT (38.066546 49.13408 0.0)",R Shelling,
"POINT (38.083025 49.10802 0.0)",R Shelling,
"POINT (38.064829 49.09296 0.0)",R Shelling,
"POINT (38.009211 49.07227 0.0)",R Shelling,
"POINT (37.960943 49.06539 0.0)",R Shelling,
"POINT (37.981402 49.06012 0.0)",R Shelling,
"POINT (37.972483 49.02712 0.0)",R Shelling,
"POINT (38.008532 49.02239 0.0)",R Shelling,
"POINT (38.071427 49.008899 0.0)",R Shelling,
"POINT (38.039697 49.003322 0.0)",R Shelling,
"POINT (37.972483 49.00055 0.0)",R Shelling,
"POINT (38.075493 48.9877 0.0)",R Shelling,
"POINT (38.113259 48.98252 0.0)",R Shelling,
"POINT (38.17437 48.9807 0.0)",R Shelling,
"POINT (38.120525 48.9752 0.0)",R Shelling,
"POINT (38.120812 48.97057 0.0)",R Shelling,
"POINT (37.871994 48.964965 0.0)",R Shelling,
"POINT (38.183983 48.95885 0.0)",R Shelling,
"POINT (38.239373 48.93285 0.0)",R Shelling,
"POINT (38.258256 48.92338 0.0)",R Shelling,
"POINT (38.255853 48.90984 0.0)",R Shelling,
"POINT (38.032173 48.888194 0.0)",R Shelling,
"POINT (38.224775 48.87166 0.0)",R Shelling,
"POINT (38.223917 48.85845 0.0)",R Shelling,
"POINT (38.249757 48.80368 0.0)",R Shelling,
"POINT (38.245821 48.79034 0.0)",R Shelling,
"POINT (38.226251 48.78468 0.0)",R Shelling,
"POINT (38.183666 48.7668 0.0)",R Shelling,
"POINT (38.191734 48.75729 0.0)",R Shelling,
"POINT (38.182808 48.7539 0.0)",R Shelling,
"POINT (37.889925 48.70198 0.0)",R Shelling,
"POINT (37.877585 48.68938 0.0)",R Shelling,
"POINT (37.879644 48.67805 0.0)",R Shelling,
"POINT (37.887026 48.67521 0.0)",R Shelling,
"POINT (37.880674 48.66592 0.0)",R Shelling,
"POINT (37.86162 48.6617 0.0)",R Shelling,
"POINT (37.873808 48.65605 0.0)",R Shelling,
"POINT (37.87913 48.6426 0.0)",R Shelling,
"POINT (37.898141 48.63453 0.0)",R Shelling,
"POINT (37.943174 48.63208 0.0)",R Shelling,
"POINT (37.908796 48.63106 0.0)",R Shelling,
"POINT (37.940725 48.62391 0.0)",R Shelling,
"POINT (37.900556 48.62153 0.0)",R Shelling,
"POINT (37.923866 48.6197 0.0)",R Shelling,
"POINT (37.930597 48.61188 0.0)",R Shelling,
"POINT (37.901071 48.60972 0.0)",R Shelling,
"POINT (37.942127 48.60365 0.0)",R Shelling,
"POINT (37.949423 48.59684 0.0)",R Shelling,
"POINT (37.956947 48.59604 0.0)",R Shelling,
"POINT (37.85348 48.5953 0.0)",R Shelling,
"POINT (37.956432 48.59287 0.0)",R Shelling,
"POINT (37.961067 48.59133 0.0)",R Shelling,
"POINT (37.862762 48.588566 0.0)",R Shelling,
"POINT (37.939132 48.58711 0.0)",R Shelling,
"POINT (37.960209 48.58707 0.0)",R Shelling,
"POINT (37.963642 48.58685 0.0)",R Shelling,
"POINT (37.968964 48.58622 0.0)",R Shelling,
"POINT (37.96553 48.5857 0.0)",R Shelling,
"POINT (37.969103 48.582245 0.0)",R Shelling,
"POINT (37.964352 48.57991 0.0)",R Shelling,
"POINT (37.911999 48.5783 0.0)",R Shelling,
"POINT (37.965812 48.57741 0.0)",R Shelling,
"POINT (37.956222 48.576972 0.0)",R Shelling,
"POINT (37.92177 48.573108 0.0)",R Shelling,
"POINT (37.936213 48.57229 0.0)",R Shelling,
"POINT (37.911814 48.57055 0.0)",R Shelling,
"POINT (37.885198 48.56971 0.0)",R Shelling,
"POINT (37.9417 48.554799 0.0)",R Shelling,
"POINT (37.896724 48.54633 0.0)",R Shelling,
"POINT (37.924018 48.54411 0.0)",R Shelling,
"POINT (37.891231 48.54014 0.0)",R Shelling,
"POINT (37.711797 48.53488 0.0)",R Shelling,
"POINT (37.912688 48.53298 0.0)",R Shelling,
"POINT (37.904706 48.53065 0.0)",R Shelling,
"POINT (37.909169 48.52263 0.0)",R Shelling,
"POINT (37.912345 48.51803 0.0)",R Shelling,
"POINT (37.912399 48.50178 0.0)",R Shelling,
"POINT (37.901855 48.48431 0.0)",R Shelling,
"POINT (37.94168 48.4694 0.0)",R Shelling,
"POINT (37.947538 48.45966 0.0)",R Shelling,
"POINT (37.921253 48.45904 0.0)",R Shelling,
"POINT (37.936016 48.45232 0.0)",R Shelling,
"POINT (37.930656 48.43146 0.0)",R Shelling,
"POINT (37.946278 48.42953 0.0)",R Shelling,
"POINT (37.933231 48.40314 0.0)",R Shelling,
"POINT (37.907494 48.39799 0.0)",R Shelling,
"POINT (37.846726 48.39526 0.0)",R Shelling,
"POINT (37.955547 48.39197 0.0)",R Shelling,
"POINT (37.782314 48.3856 0.0)",R Shelling,
"POINT (37.931256 48.37837 0.0)",R Shelling,
"POINT (37.905793 48.36509 0.0)",R Shelling,
"POINT (37.921911 48.3545 0.0)",R Shelling,
"POINT (37.842055 48.332733 0.0)",R Shelling,
"POINT (37.677821 48.25687 0.0)",R Shelling,
"POINT (37.736014 48.25618 0.0)",R Shelling,
"POINT (37.724169 48.25093 0.0)",R Shelling,
"POINT (37.61093 48.2411 0.0)",R Shelling,
"POINT (37.720393 48.23469 0.0)",R Shelling,
"POINT (37.723654 48.22955 0.0)",R Shelling,
"POINT (37.630499 48.22756 0.0)",R Shelling,
"POINT (37.684966 48.2017 0.0)",R Shelling,
"POINT (37.650755 48.20102 0.0)",R Shelling,
"POINT (37.695584 48.19216 0.0)",R Shelling,
"POINT (37.684602 48.18694 0.0)",R Shelling,
"POINT (37.733833 48.16751 0.0)",R Shelling,
"POINT (37.767994 48.16396 0.0)",R Shelling,
"POINT (37.642655 48.16206 0.0)",R Shelling,
"POINT (37.788421 48.15778 0.0)",R Shelling,
"POINT (37.780182 48.15285 0.0)",R Shelling,
"POINT (37.677674 48.14729 0.0)",R Shelling,
"POINT (37.649864 48.13515 0.0)",R Shelling,
"POINT (37.803758 48.13016 0.0)",R Shelling,
"POINT (37.753304 48.13005 0.0)",R Shelling,
"POINT (37.713479 48.12891 0.0)",R Shelling,
"POINT (37.734765 48.1202 0.0)",R Shelling,
"POINT (37.664859 48.11996 0.0)",R Shelling,
"POINT (37.718972 48.11894 0.0)",R Shelling,
"POINT (37.756566 48.11859 0.0)",R Shelling,
"POINT (37.793473 48.11642 0.0)",R Shelling,
"POINT (37.625082 48.1138 0.0)",R Shelling,
"POINT (37.497707 48.11178 0.0)",R Shelling,
"POINT (37.610707 48.10212 0.0)",R Shelling,
"POINT (37.547 48.1 0.0)",R Shelling,
"POINT (37.539447 48.09711 0.0)",R Shelling,
"POINT (37.585315 48.09666 0.0)",R Shelling,
"POINT (37.612894 48.08858 0.0)",R Shelling,
"POINT (37.606199 48.08858 0.0)",R Shelling,
"POINT (37.593212 48.07579 0.0)",R Shelling,
"POINT (37.580518 48.05727 0.0)",R Shelling,
"POINT (37.53241 48.0064 0.0)",R Shelling,
"POINT (37.407023 47.99355 0.0)",R Shelling,
"POINT (37.491995 47.99344 0.0)",R Shelling,
"POINT (37.39055 47.9728 0.0)",R Shelling,
"POINT (37.440005 47.96299 0.0)",R Shelling,
"POINT (37.468248 47.9609 0.0)",R Shelling,
"POINT (37.474085 47.95239 0.0)",R Shelling,
"POINT (37.485758 47.944 0.0)",R Shelling,
"POINT (37.454065 47.92157 0.0)",R Shelling,
"POINT (37.46282 47.914 0.0)",R Shelling,
"POINT (36.74297 47.8856 0.0)",R Shelling,
"POINT (36.688283 47.87639 0.0)",R Shelling,
