WKT,name,description
"LINESTRING (38.4287529 48.8836017, 38.436306 48.9059475, 38.437336 48.9018854, 38.4325294 48.9025624, 38.436306 48.9059475)",Russian Attack,
"LINESTRING (38.2063964 48.6996812, 38.1875136 48.717579, 38.1918052 48.7161067, 38.1871703 48.714521, 38.187342 48.717579)",Russian Attack,
"POINT (36.2149 50.33267)",Shelling,
"POINT (36.7686347 50.0193779)",Shelling,
"POINT (36.87263 49.32972)",Shelling,
"POINT (36.9349094 49.3216622)",Shelling,
"POINT (37.3163 49.01589)",Shelling,
"POINT (38.39721 48.92833)",Shelling,
"POINT (38.2885163 48.8420777)",Shelling,
"POINT (32.9588373 47.2873806)",Shelling,
"POINT (32.95256 47.28768)",Shelling,
"POINT (38.30029 48.984)",Shelling,
"POINT (38.30687 48.98022)",Shelling,
"POINT (38.27016 48.8563)",Shelling,
"POINT (36.2213522 50.0462648)",Shelling,
"POINT (36.2751967 50.1810402)",Shelling,
"POINT (36.7056396 50.1154382)",Shelling,
"POINT (36.6644409 50.1141172)",Shelling,
"POINT (36.239691 50.2336076)",Shelling,
"POINT (36.1723997 50.2496364)",Shelling,
"POINT (36.817123 49.7748363)",Shelling,
"POINT (36.8076464 50.1516344)",Shelling,
"POINT (36.7954595 50.1418855)",Air Strike,
"POINT (36.1849274 50.2544559)",Air Strike,
"LINESTRING (36.2489571 50.2507241, 36.2364259 50.2376602, 36.2517037 50.2318407, 36.265265 50.2472115, 36.26475 50.2430399, 36.2599435 50.2443298, 36.265265 50.2472115)",Russian Attack, Repelled,
"POINT (37.3653721 48.9940675)",Shelling,
"POINT (37.3526691 48.9944054)",Shelling,
"POINT (37.249378 48.9800025)",Shelling,
"POINT (37.2311819 48.9772984)",Shelling,
"POINT (37.4253265 48.9922795)",Shelling,
"POINT (38.4430948 48.8973289)",Shelling,
"POINT (38.4223238 48.9062434)",Shelling,
"POINT (38.1080399 48.8754161)",Shelling,
"POINT (38.0802308 48.8704482)",Shelling,
"POINT (38.0979119 48.8517012)",Shelling,
"POINT (38.3375439 48.8428995)",Air Strike,
"LINESTRING (38.3293075 48.8409776, 38.2741951 48.8606358, 38.279003 48.8601839, 38.2772859 48.8581504, 38.2741951 48.8606358)",Russian Attack,
"LINESTRING (38.496386 48.848598, 38.4848881 48.8676793, 38.4888351 48.8653087, 38.4848881 48.8642926, 38.4848881 48.8676793)",Russian Attack,
"POINT (38.264041 48.7645187)",Shelling,
"POINT (38.1407881 48.6305955)",Shelling,
"POINT (38.0852659 48.8191494)",Shelling,
"POINT (38.1430015 48.6227574)",Air Strike,
