WKT,name,description
"LINESTRING (36.2525878 50.2454647, 36.2405715 50.2366817, 36.2450347 50.2340464, 36.2576518 50.2429397, 36.2567935 50.241238, 36.2549911 50.2423359, 36.2578235 50.2430495)",Russian Attack, Repelled,In the Kharkiv direction, the enemy, in order to regain lost ground, tried to carry out assault operations in the area of the settlement of Dementievka, had no success, withdrew.
"LINESTRING (36.3152302 50.1900653, 36.2946308 50.1795132, 36.2898243 50.1830308, 36.3098228 50.1932524, 36.3087929 50.1917688, 36.3074196 50.1927579, 36.3098228 50.1932524)",Russian Attack, Repelled,
"LINESTRING (38.1805047 48.550409, 38.1566437 48.5621119, 38.1599052 48.5662016, 38.1847962 48.5526817, 38.1802472 48.5568857, 38.1780156 48.5546702, 38.1847962 48.5526817)",Russian Attack, Repelled,Our soldiers found and neutralized sabotage and reconnaissance groups near Spirne and Yakovlivka, and also repulsed the assault in the direction of Klynove.
"LINESTRING (38.2776323 48.7499267, 38.2621828 48.7550197, 38.266646 48.7590938, 38.2815805 48.7533221, 38.2783449 48.755624, 38.2774437 48.7538132, 38.2815805 48.7533221)",Russians Withdraw,The enemy offensive in the areas of Berestove and Vershyna was stopped. The occupiers withdrew. 
"LINESTRING (38.1992052 48.5162528, 38.1774903 48.5131256, 38.1801511 48.5089181, 38.1860732 48.5101122, 38.1840991 48.5085768, 38.1828975 48.5106239, 38.1860732 48.5101122)",Russians Withdraw,The enemy offensive in the areas of Berestove and Vershyna was stopped. The occupiers withdrew. 
"LINESTRING (37.5489603 47.9218648, 37.5326525 47.9266961, 37.5359141 47.931527, 37.5520708 47.926989, 37.5500798 47.9282181, 37.5493502 47.9271254, 37.5520708 47.926989)",Russian Attack,
"POINT (37.3145788 48.9996613)",Air Strike,
"POINT (35.359644 50.5908453)",Air Strike,
"POINT (38.154241 48.604584)",Air Strike,
"POINT (37.5265456 48.000216)",Air Strike,
"POINT (37.5129843 47.9375775)",Air Strike,
"POINT (37.0600929 47.7813106)",Air Strike,
"POINT (37.2236862 47.7496951)",Air Strike,
"POINT (37.2557869 47.7816566)",Air Strike,
"POINT (37.7313212 48.0657034)",Air Strike,
"POINT (38.4755775 48.8589078)",Air Strike,
"POINT (37.1317607 47.7317356)",Air Strike,
"POINT (37.7583213 48.1333258)",Air Strike,
"POINT (37.7748008 48.1211803)",Missile Strike,
"POINT (32.5618694 52.2938788)",Shelling,
"POINT (36.7685717 50.1398535)",Shelling,
"POINT (31.8450448 52.0737249)",Shelling,
"POINT (36.7527803 49.3459289)",Shelling,
"POINT (36.3196517 50.0131381)",Shelling,
"POINT (36.2846327 49.9464637)",Shelling,
"POINT (36.9445065 49.8754676)",Shelling,
"POINT (36.7041806 49.8318608)",Shelling,
"POINT (36.6650418 49.8424894)",Shelling,
"POINT (36.6746548 49.8218943)",Shelling,
"POINT (36.6275622 50.0674919)",Shelling,
"POINT (36.2965767 50.1409888)",Shelling,
"POINT (37.4577986 48.9399682)",Shelling,
"POINT (37.4480128 48.9445948)",Shelling,
"POINT (37.4636351 48.947635)",Shelling,
"POINT (37.4777113 48.9496643)",Shelling,
"POINT (37.4935042 48.9244055)",Shelling,
"POINT (37.4989973 48.9329769)",Shelling,
"POINT (37.5115275 48.940423)",Shelling,
"POINT (37.4898993 48.9130123)",Shelling,
"POINT (37.509297 48.923052)",Shelling,
"POINT (37.5232016 48.9279019)",Shelling,
"POINT (36.058304 50.3267212)",Shelling,
"POINT (36.0418245 50.3288034)",Shelling,
"POINT (36.9156831 49.1160251)",Shelling,
"POINT (36.8913072 49.1108564)",Shelling,
"POINT (37.2557153 48.9636598)",Shelling,
"POINT (37.2361388 48.9557054)",Shelling,
"POINT (37.2612901 48.9764845)",Shelling,
"POINT (37.5173272 49.0206956)",Shelling,
"POINT (37.5080575 49.021371)",Shelling,
"POINT (37.501191 49.0182189)",Shelling,
"POINT (38.368201 48.8402954)",Shelling,
"POINT (38.3606479 48.8343071)",Shelling,
"POINT (38.31476 48.85568)",Shelling,
"POINT (38.2978198 48.8562231)",Shelling,
"POINT (38.3663127 48.8240234)",Shelling,
"POINT (38.3603045 48.8158856)",Shelling,
"POINT (38.4555766 48.8960768)",Shelling,
"POINT (38.4424468 48.8928908)",Shelling,
"POINT (37.7423871 48.9009978)",Shelling,
"POINT (37.7292281 48.9174109)",Shelling,
"POINT (37.7124053 48.9302692)",Shelling,
"POINT (37.678073 48.9399671)",Shelling,
"POINT (37.6454573 48.9453791)",Shelling,
"POINT (37.6301516 48.9516878)",Shelling,
"POINT (37.6150048 48.9592033)",Shelling,
"POINT (37.614215 48.9697258)",Shelling,
"POINT (38.2674635 48.809996)",Shelling,
"POINT (38.2432377 48.8068871)",Shelling,
"POINT (38.2719266 48.7717709)",Shelling,
"POINT (38.2643733 48.762493)",Shelling,
"POINT (38.231123 48.7324186)",Shelling,
"POINT (38.2064038 48.7355888)",Shelling,
"POINT (38.2500058 48.7493993)",Shelling,
"POINT (38.1655484 48.5750183)",Shelling,
"POINT (38.155592 48.5604782)",Shelling,
"POINT (38.0852862 48.5239582)",Shelling,
