WKT,name,description
"POLYGON ((37.9283684 48.4679133, 37.9367668 48.4691518, 37.9403288 48.4667332, 37.9464973 48.4611979, 37.952645 48.460339, 37.9524589 48.4609296, 37.9459358 48.4718565, 37.9295074 48.4820216, 37.9265892 48.4769579, 37.926854 48.470755, 37.9283684 48.4679133))",Ukrainian Advance,as of 6/26
1.89km²
"POLYGON ((37.6220715 48.0780753, 37.6270282 48.0762545, 37.6334011 48.0731864, 37.6367043 48.0766459, 37.6364867 48.0774181, 37.6338628 48.0784321, 37.6328217 48.0792567, 37.6328917 48.0798479, 37.6319543 48.0803219, 37.6313387 48.0809535, 37.6292319 48.0816711, 37.6285969 48.0814565, 37.6283052 48.0820805, 37.6225676 48.0862569, 37.6224258 48.0802788, 37.6220715 48.0780753))",Ukrainian Advance,as of 6/25
0.71km²

"POINT (35.5686815 51.0783421)",Electronic Warfare Active,Against drones
"POINT (34.0951775 52.0032999)",Recon,Rodionivka settlement of Sumy region, the enemy made an unsuccessful attempt to penetrate the DRG across the state border of Ukraine, suffered losses and retreated
"POINT (39.346388 48.5372699)",Explosion,
"POINT (35.5202616 47.3669635)",Russian convoy of seven Kamaz Destroyed,
"POINT (38.108222222222224 48.853388888888894)",Ukrainian T-72AV Destroyed,
"POINT (36.8018036 47.7728864)",Ukrainian Kirpi Destroyed,
"POINT (36.8018814 47.7728658)",Ukrainian Kirpi Destroyed,
"POINT (37.9051743 50.0917299)",Air Defense Active,Shooting at drones
"POINT (30.7928225 46.4501854)",Air Defense Active,Kalibrs shot down
"POINT (31.9842111 49.4624737)",Air Defense Active,Shaheds
"POINT (36.5288868 47.7365553)",Drone Strike,
"POINT (35.3277566 47.5685722)",Drone Strike,
"POINT (37.7839703 48.0335608)",Strike,
"POINT (36.4836664 46.7569994)",Explosion,
"POINT (37.7636576 48.3211327)",Airstrike,
"POINT (37.7559086 48.1220151)",Airstrike,
"POINT (37.521925 47.9891165)",Airstrike,
"POINT (37.0656703 47.7768347)",Airstrike,
"POINT (36.8145298 47.7907914)",Airstrike,
